index	timestamp	hour	solar_dahead_utc	wind_on_dahead_utc	alpha	beta
1084	20181216_040000	4	10	8812	42.96556392	0.008440872
1085	20181216_050000	5	14	9077	37.40611326	0.008032171
1086	20181216_060000	6	15	9552	18.09471433	0.004253175
1087	20181216_070000	7	69	10196	6.351215294	0.001018644
1088	20181216_080000	8	459	10713	2.80432562	0.0004185
1089	20181216_090000	9	999	11221	3.787024763	0.000622743
1090	20181216_100000	10	1422	11874	4.403087003	0.000748911
1091	20181216_110000	11	1641	12464	4.136549948	0.000655721
1092	20181216_120000	12	1700	12773	3.675864118	0.000601323
1093	20181216_130000	13	1613	12872	3.768990991	0.00060435
1094	20181216_140000	14	1331	12850	3.876940844	0.00062005
1095	20181216_150000	15	800	12502	3.442348786	0.000585354
1096	20181216_160000	16	279	12042	3.42720004	0.000580037
1097	20181216_170000	17	80	11544	3.830274883	0.000567662
1098	20181216_180000	18	43	11132	14.16751701	0.002908992
1099	20181216_190000	19	31	10883	25.62053826	0.005350699
1100	20181216_200000	20	10	10626	35.96076119	0.006255796
1101	20181216_210000	21	28	10274	35.73350664	0.006078366
1102	20181216_220000	22	12	9854	34.44481414	0.006783511
1103	20181216_230000	23	11	9890	35.69431972	0.007309511
1104	20181217_000000	0	7	9473	55.71120309	0.001711936
1105	20181217_010000	1	9	9051	51.9293152	0.001149006
1106	20181217_020000	2	10	8447	50.93075562	0.001235792
1107	20181217_030000	3	9	7831	51.32679803	0.002117329
1108	20181217_040000	4	8	7285	51.13514873	0.002054357
1109	20181217_050000	5	17	6733	50.91945289	0.001468532
1110	20181217_060000	6	15	5977	51.33278542	0.001186153
1111	20181217_070000	7	80	5246	51.75602816	0.001072674
1112	20181217_080000	8	671	4582	50.58259205	0.000952331
1113	20181217_090000	9	1439	4060	51.22863098	0.00087544
1114	20181217_100000	10	2099	3630	51.41696772	0.000865345
1115	20181217_110000	11	2556	3367	51.12410351	0.000864437
1116	20181217_120000	12	2773	3511	50.93138286	0.000854784
1117	20181217_130000	13	2748	3722	50.82858439	0.000866701
1118	20181217_140000	14	2480	3902	50.42410818	0.000921825
1119	20181217_150000	15	1766	4134	50.53951119	0.000885522
1120	20181217_160000	16	762	4430	50.58874131	0.000879311
1121	20181217_170000	17	185	4787	51.03325375	0.000837668
1122	20181217_180000	18	69	5241	52.1703306	0.000785527
1123	20181217_190000	19	37	5777	52.69438317	0.000840154
1124	20181217_200000	20	18	6349	53.04769545	0.000858956
1125	20181217_210000	21	24	6978	52.32074731	0.000842011
1126	20181217_220000	22	20	7615	51.17291102	0.000975583
1127	20181217_230000	23	9	8087	50.95116805	0.003440776
1128	20181218_000000	0	7	8291	54.76027873	0.001542614
1129	20181218_010000	1	13	8347	50.49551381	0.001280553
1130	20181218_020000	2	13	8316	52.54990639	0.004037485
1131	20181218_030000	3	13	8334	53.42419864	0.007617817
1132	20181218_040000	4	8	8350	52.62852495	0.008692918
1133	20181218_050000	5	8	8326	52.47362488	0.008325802
1134	20181218_060000	6	15	8479	46.79093457	0.007874526
1135	20181218_070000	7	68	8726	48.16516591	0.005528379
1136	20181218_080000	8	681	8848	47.84982433	0.005391039
1137	20181218_090000	9	1532	8750	47.77806727	0.004477154
1138	20181218_100000	10	2209	8636	46.24500925	0.004757762
1139	20181218_110000	11	2574	8576	42.81043901	0.005638121
1140	20181218_120000	12	2605	8783	40.97641282	0.005627044
1141	20181218_130000	13	2415	9068	42.15291825	0.005638114
1142	20181218_140000	14	1992	9219	42.33998107	0.0056283
1143	20181218_150000	15	1217	9247	43.8870677	0.005330692
1144	20181218_160000	16	394	9300	45.29694027	0.005115458
1145	20181218_170000	17	73	9486	46.83384446	0.004749415
1146	20181218_180000	18	27	9441	50.74411905	0.003088455
1147	20181218_190000	19	21	9274	50.15768781	0.001769584
1148	20181218_200000	20	14	9043	50.22359807	0.001008634
1149	20181218_210000	21	26	8613	50.1908451	0.000991026
1150	20181218_220000	22	21	8146	50.64718562	0.001909548
1151	20181218_230000	23	8	8112	51.18888407	0.003826124
1152	20181219_000000	0	6	7941	55.77778393	0.001646965
1153	20181219_010000	1	5	7875	51.56325852	0.001219261
1154	20181219_020000	2	6	8025	51.18653415	0.002764918
1155	20181219_030000	3	7	8358	52.61156127	0.006008804
1156	20181219_040000	4	7	8706	51.80219334	0.008001788
1157	20181219_050000	5	7	9180	51.04837082	0.008473968
1158	20181219_060000	6	20	9373	50.0141392	0.007054076
1159	20181219_070000	7	50	9446	49.95981794	0.005220483
1160	20181219_080000	8	486	9560	45.58094861	0.005739992
1161	20181219_090000	9	1149	9657	45.13991553	0.004939289
1162	20181219_100000	10	1715	9817	42.97444885	0.005194498
1163	20181219_110000	11	2089	10137	36.45754259	0.005307346
1164	20181219_120000	12	2241	10177	35.69773531	0.005227897
1165	20181219_130000	13	2114	9932	35.88415003	0.005422756
1166	20181219_140000	14	1733	9528	34.71544399	0.005354324
1167	20181219_150000	15	1076	8921	36.85998458	0.005104567
1168	20181219_160000	16	377	8292	41.20455659	0.005159219
1169	20181219_170000	17	136	7929	45.7162725	0.004271091
1170	20181219_180000	18	67	7663	50.05140452	0.002779358
1171	20181219_190000	19	30	7533	49.75998894	0.001583036
1172	20181219_200000	20	10	7468	50.0795563	0.001261118
1173	20181219_210000	21	26	7315	49.99827757	0.001394598
1174	20181219_220000	22	26	7213	50.16640796	0.002191251
1175	20181219_230000	23	14	6887	50.90894974	0.00357512
1176	20181220_000000	0	9	6867	66.05095436	0.00188898
1177	20181220_010000	1	7	6796	61.55343769	0.002223819
1178	20181220_020000	2	8	6667	57.61231227	0.002018238
1179	20181220_030000	3	8	6515	55.31949696	0.001758751
1180	20181220_040000	4	8	6266	54.50571438	0.001638126
1181	20181220_050000	5	9	6004	55.71065965	0.001850236
1182	20181220_060000	6	34	5743	56.38905401	0.001886505
1183	20181220_070000	7	62	5544	54.02955914	0.001425993
1184	20181220_080000	8	422	5406	51.8103558	0.001120518
1185	20181220_090000	9	1055	5515	51.98530259	0.001082277
1186	20181220_100000	10	1665	5895	51.77671257	0.001043621
1187	20181220_110000	11	2073	6386	50.63317376	0.000986375
1188	20181220_120000	12	2268	6558	50.16778422	0.001280474
1189	20181220_130000	13	2174	6628	50.34140772	0.001056718
1190	20181220_140000	14	1840	6519	49.63100978	0.001387794
1191	20181220_150000	15	1156	6356	49.53762676	0.001348126
1192	20181220_160000	16	377	6270	49.53479131	0.001306054
1193	20181220_170000	17	73	6309	49.79902793	0.001246975
1194	20181220_180000	18	48	6423	51.39132126	0.000987406
1195	20181220_190000	19	39	6523	52.08758152	0.001008244
1196	20181220_200000	20	23	6676	53.25624988	0.001040482
1197	20181220_210000	21	28	6813	52.43636815	0.000973369
1198	20181220_220000	22	23	6907	52.2284495	0.001159338
1199	20181220_230000	23	16	6689	51.02770293	0.001398622
1200	20181221_000000	0	14	6752	63.31399036	0.001989882
1201	20181221_010000	1	17	6830	57.46365604	0.001702506
1202	20181221_020000	2	19	6908	53.48128723	0.001344759
1203	20181221_030000	3	20	6892	51.74381296	0.001527218
1204	20181221_040000	4	21	6850	51.86142052	0.002275064
1205	20181221_050000	5	15	6793	51.94686021	0.002423925
1206	20181221_060000	6	27	6832	51.68833183	0.002198626
1207	20181221_070000	7	72	6906	51.93537139	0.002482932
1208	20181221_080000	8	563	6928	51.05031249	0.00336392
1209	20181221_090000	9	1369	6800	50.34647137	0.00262553
1210	20181221_100000	10	2040	6686	50.84794158	0.00321414
1211	20181221_110000	11	2510	6621	50.11822558	0.003657549
1212	20181221_120000	12	2681	6724	48.34188137	0.003894208
1213	20181221_130000	13	2594	6743	49.28758482	0.003776187
1214	20181221_140000	14	2314	6763	47.04947167	0.004244184
1215	20181221_150000	15	1657	6801	47.51571415	0.004097829
1216	20181221_160000	16	713	6884	48.19373818	0.004059938
1217	20181221_170000	17	159	7012	49.27427932	0.003785931
1218	20181221_180000	18	46	7099	51.26063935	0.002214502
1219	20181221_190000	19	29	7180	51.01848543	0.001620578
1220	20181221_200000	20	18	7253	50.95934681	0.001388636
1221	20181221_210000	21	22	7115	51.40386081	0.002201626
1222	20181221_220000	22	21	7031	51.34438669	0.002572027
1223	20181221_230000	23	17	7160	52.29910299	0.003589517
1224	20181222_000000	0	19	6932	64.42214628	0.002054577
1225	20181222_010000	1	19	6657	60.00282439	0.001940938
1226	20181222_020000	2	19	6313	56.41489955	0.001638023
1227	20181222_030000	3	20	6005	54.60273517	0.001540387
1228	20181222_040000	4	20	5701	53.66649412	0.001567723
1229	20181222_050000	5	16	5370	52.96037696	0.00157139
1230	20181222_060000	6	22	5012	52.64553488	0.003184498
1231	20181222_070000	7	60	4681	47.89947769	0.006898981
1232	20181222_080000	8	559	4302	39.95027192	0.006316773
1233	20181222_090000	9	1387	3939	48.42902944	0.004105797
1234	20181222_100000	10	2069	3672	50.88575459	0.003388894
1235	20181222_110000	11	2496	3472	49.91751485	0.003674619
1236	20181222_120000	12	2687	3274	50.32416328	0.00375678
1237	20181222_130000	13	2617	3058	50.69794835	0.003346913
1238	20181222_140000	14	2307	2863	50.57851684	0.003402835
1239	20181222_150000	15	1543	2764	49.80978917	0.003467759
1240	20181222_160000	16	558	2802	49.818549	0.003511404
1241	20181222_170000	17	136	2890	51.34864314	0.003258456
1242	20181222_180000	18	41	2893	50.71712782	0.001187125
1243	20181222_190000	19	26	2863	50.87222842	0.001046922
1244	20181222_200000	20	19	2818	51.02510063	0.0009341
1245	20181222_210000	21	17	2770	51.01771933	0.000999694
1246	20181222_220000	22	16	2734	51.78571131	0.001345616
1247	20181222_230000	23	15	2826	53.23275013	0.001415421
1248	20181223_000000	0	15	2805	67.70459639	0.001375463
1249	20181223_010000	1	16	2791	65.64979612	0.002128002
1250	20181223_020000	2	14	2743	61.48008286	0.002160415
1251	20181223_030000	3	12	2660	56.76368259	0.001780488
1252	20181223_040000	4	12	2549	54.53934827	0.001434064
1253	20181223_050000	5	10	2424	53.35041064	0.001432225
1254	20181223_060000	6	14	2317	52.82177961	0.002970239
1255	20181223_070000	7	65	2257	50.0910984	0.007703408
1256	20181223_080000	8	543	2189	35.87086581	0.006640115
1257	20181223_090000	9	1338	2047	43.98001667	0.006159911
1258	20181223_100000	10	2077	1875	49.10120086	0.005223541
1259	20181223_110000	11	2586	1727	49.31050777	0.004799349
1260	20181223_120000	12	2799	1627	49.14981676	0.004497879
1261	20181223_130000	13	2716	1541	50.35901419	0.003799738
1262	20181223_140000	14	2354	1478	50.00883305	0.003942028
1263	20181223_150000	15	1570	1486	48.10305835	0.004802484
1264	20181223_160000	16	576	1608	47.72189331	0.005181081
1265	20181223_170000	17	126	1742	49.3993174	0.004401328
1266	20181223_180000	18	42	1868	51.54593422	0.001985165
1267	20181223_190000	19	27	1955	50.94576337	0.001053523
1268	20181223_200000	20	18	2034	51.60872617	0.000952747
1269	20181223_210000	21	20	2084	51.48977154	0.000986602
1270	20181223_220000	22	16	2132	51.67387178	0.001545557
1271	20181223_230000	23	11	2025	52.43328757	0.002365088
1272	20181224_000000	0	8	2002	69.00982503	0.001570971
1273	20181224_010000	1	7	1975	66.4086926	0.002254428
1274	20181224_020000	2	7	1883	62.43408729	0.002325962
1275	20181224_030000	3	7	1867	58.49064145	0.002086776
1276	20181224_040000	4	7	1921	56.25435347	0.001774246
1277	20181224_050000	5	7	1991	54.3705614	0.001498703
1278	20181224_060000	6	12	1973	52.65627018	0.001377735
1279	20181224_070000	7	59	2126	51.53258416	0.002243009
1280	20181224_080000	8	592	2240	51.72212239	0.00260719
1281	20181224_090000	9	1493	2035	50.90757241	0.001398148
1282	20181224_100000	10	2229	1763	51.17533915	0.001313891
1283	20181224_110000	11	2616	1559	50.9074782	0.001502137
1284	20181224_120000	12	2813	1517	52.07703754	0.002331932
1285	20181224_130000	13	2703	1607	52.09648679	0.002337114
1286	20181224_140000	14	2265	1761	51.44647983	0.003115147
1287	20181224_150000	15	1400	2069	50.46985675	0.003496101
1288	20181224_160000	16	460	2382	49.6442041	0.003664
1289	20181224_170000	17	69	2808	50.89434126	0.003331231
1290	20181224_180000	18	27	2745	50.78326675	0.001386835
1291	20181224_190000	19	16	2505	50.96960487	0.001218018
1292	20181224_200000	20	12	2282	50.79252299	0.001376698
1293	20181224_210000	21	12	2135	51.35782981	0.002419787
1294	20181224_220000	22	10	2053	51.47993729	0.003833826
1295	20181224_230000	23	18	1873	51.61177672	0.003696169
1296	20181225_000000	0	16	1818	68.4922814	0.001707339
1297	20181225_010000	1	16	1762	66.39715521	0.00221669
1298	20181225_020000	2	15	1729	61.90806678	0.002316997
1299	20181225_030000	3	14	1703	55.31402672	0.001651614
1300	20181225_040000	4	13	1697	52.78213406	0.00154802
1301	20181225_050000	5	12	1714	51.45694852	0.001537653
1302	20181225_060000	6	12	1802	53.30989836	0.00481308
1303	20181225_070000	7	42	1943	40.5195928	0.008116216
1304	20181225_080000	8	378	2104	22.62979485	0.004972108
1305	20181225_090000	9	1020	2019	33.8434549	0.006243248
1306	20181225_100000	10	1572	1904	42.03816225	0.006458422
1307	20181225_110000	11	1939	1811	45.13004312	0.006012722
1308	20181225_120000	12	2120	1796	44.79536597	0.005460042
1309	20181225_130000	13	2044	1866	46.16166304	0.004906275
1310	20181225_140000	14	1645	2023	44.26321917	0.005920319
1311	20181225_150000	15	936	2232	36.23432884	0.006255638
1312	20181225_160000	16	276	2486	35.58213992	0.006264628
1313	20181225_170000	17	64	2815	37.42357863	0.006334605
1314	20181225_180000	18	22	2951	45.59458044	0.005076642
1315	20181225_190000	19	12	3039	47.14306162	0.004160364
1316	20181225_200000	20	9	3155	49.50221745	0.003947204
1317	20181225_210000	21	11	3170	49.63813414	0.003788991
1318	20181225_220000	22	10	3162	49.97758071	0.003998474
1319	20181225_230000	23	1	3050	51.55603666	0.005438705
1320	20181226_000000	0	1	2977	64.23323317	0.002403498
1321	20181226_010000	1	1	2901	58.03428609	0.002060082
1322	20181226_020000	2	2	2802	53.62400692	0.001503388
1323	20181226_030000	3	2	2620	51.49164837	0.001427577
1324	20181226_040000	4	3	2423	51.08745281	0.001543584
1325	20181226_050000	5	3	2246	51.29006922	0.001509573
1326	20181226_060000	6	6	2165	51.87974432	0.002307307
1327	20181226_070000	7	36	2145	51.90492734	0.00314318
1328	20181226_080000	8	394	2193	51.31820507	0.003202036
1329	20181226_090000	9	1105	2071	50.69578877	0.00158287
1330	20181226_100000	10	1753	1983	50.89804063	0.001595253
1331	20181226_110000	11	2206	1883	51.08075481	0.002204968
1332	20181226_120000	12	2455	1791	50.87552171	0.002227298
1333	20181226_130000	13	2421	1710	50.55846143	0.001576128
1334	20181226_140000	14	2117	1651	50.99932769	0.002203947
1335	20181226_150000	15	1417	1633	50.76888213	0.002328991
1336	20181226_160000	16	507	1647	51.02998401	0.00218194
1337	20181226_170000	17	125	1697	50.77017007	0.001484445
1338	20181226_180000	18	30	1734	51.30505262	0.000913521
1339	20181226_190000	19	14	1763	51.72768796	0.000911765
1340	20181226_200000	20	14	1790	52.24599835	0.000894862
1341	20181226_210000	21	13	1872	52.35718166	0.000872462
1342	20181226_220000	22	12	2027	52.08568966	0.00103384
1343	20181226_230000	23	20	1635	51.28357988	0.001581057
1344	20181227_000000	0	22	1693	69.78239274	0.001159013
1345	20181227_010000	1	22	1754	69.05932099	0.002193028
1346	20181227_020000	2	23	1796	66.3232422	0.002500708
1347	20181227_030000	3	22	1802	62.8067585	0.002347249
1348	20181227_040000	4	22	1796	60.61632334	0.002197127
1349	20181227_050000	5	22	1756	60.9364497	0.002202052
1350	20181227_060000	6	16	1696	59.36252973	0.00211368
1351	20181227_070000	7	55	1656	56.52622389	0.001707458
1352	20181227_080000	8	518	1580	53.64948553	0.001166112
1353	20181227_090000	9	1331	1364	54.01141256	0.001169944
1354	20181227_100000	10	2011	1163	52.90346298	0.000991715
1355	20181227_110000	11	2508	974	51.77570961	0.000962864
1356	20181227_120000	12	2738	867	51.0843032	0.001003637
1357	20181227_130000	13	2687	785	51.2628338	0.000997774
1358	20181227_140000	14	2350	730	50.8945918	0.001258516
1359	20181227_150000	15	1625	739	50.95832169	0.001338145
1360	20181227_160000	16	662	819	51.03762759	0.001340079
1361	20181227_170000	17	167	960	50.97959164	0.001074222
1362	20181227_180000	18	53	1040	52.36890466	0.00089152
1363	20181227_190000	19	30	1089	53.11029528	0.000973276
1364	20181227_200000	20	29	1157	53.89206357	0.001039271
1365	20181227_210000	21	26	1261	54.31937381	0.001098332
1366	20181227_220000	22	27	1369	54.11858347	0.00120347
1367	20181227_230000	23	11	1356	53.55360078	0.001299388
1368	20181228_000000	0	9	1607	68.4008592	0.001056215
1369	20181228_010000	1	10	1908	66.43742473	0.001924213
1370	20181228_020000	2	10	2170	62.89460626	0.002270977
1371	20181228_030000	3	10	2446	58.54232708	0.001891942
1372	20181228_040000	4	10	2779	55.00857155	0.001429785
1373	20181228_050000	5	10	3155	54.12895337	0.001535371
1374	20181228_060000	6	11	3365	52.56913	0.001713857
1375	20181228_070000	7	50	3503	53.4355681	0.00314512
1376	20181228_080000	8	476	3594	52.70929522	0.003686151
1377	20181228_090000	9	1256	3631	52.26100282	0.002929933
1378	20181228_100000	10	1981	3685	51.7134241	0.002622999
1379	20181228_110000	11	2485	3811	51.07968676	0.003712036
1380	20181228_120000	12	2773	4000	47.74194663	0.003813158
1381	20181228_130000	13	2850	4201	47.21091487	0.003870321
1382	20181228_140000	14	2681	4412	44.13038459	0.004853794
1383	20181228_150000	15	2009	4697	39.63822798	0.005492196
1384	20181228_160000	16	870	5051	38.66057931	0.005557369
1385	20181228_170000	17	204	5500	40.05035127	0.005658415
1386	20181228_180000	18	56	5815	46.5065497	0.004627152
1387	20181228_190000	19	28	6063	46.25428191	0.004205965
1388	20181228_200000	20	20	6361	46.40177135	0.004714872
1389	20181228_210000	21	18	6456	45.01073408	0.004932403
1390	20181228_220000	22	15	6627	45.18300873	0.005885472
1391	20181228_230000	23	13	6592	41.83471837	0.006762838
1392	20181229_000000	0	9	6681	58.56790075	0.00220778
1393	20181229_010000	1	9	6747	53.21819782	0.001585671
1394	20181229_020000	2	9	6808	51.25691474	0.002910449
1395	20181229_030000	3	12	6882	53.43498035	0.007831629
1396	20181229_040000	4	12	6953	47.73065894	0.009328567
1397	20181229_050000	5	12	7017	42.84284512	0.009472132
1398	20181229_060000	6	40	6863	29.71847405	0.006580244
1399	20181229_070000	7	60	6713	10.77906596	0.002944941
1400	20181229_080000	8	536	6563	7.17348026	0.002469585
1401	20181229_090000	9	1308	6307	11.27981024	0.002983991
1402	20181229_100000	10	1977	6086	14.23450289	0.003408004
1403	20181229_110000	11	2408	5819	10.61686029	0.002963889
1404	20181229_120000	12	2656	5878	8.157301185	0.002748203
1405	20181229_130000	13	2578	5894	10.03143121	0.003052944
1406	20181229_140000	14	2156	5904	9.241536934	0.002916744
1407	20181229_150000	15	1453	6288	6.007408921	0.002373685
1408	20181229_160000	16	652	6761	5.003218888	0.001948104
1409	20181229_170000	17	141	7305	6.872254781	0.002382148
1410	20181229_180000	18	67	7413	22.04556205	0.004621605
1411	20181229_190000	19	17	7423	27.47767142	0.006107171
1412	20181229_200000	20	11	7408	27.11196102	0.00611661
1413	20181229_210000	21	11	7009	27.06196852	0.006124843
1414	20181229_220000	22	12	6644	29.45033328	0.006370983
1415	20181229_230000	23	14	6614	36.46100275	0.006938059
1416	20181230_000000	0	8	6270	62.06041597	0.002717926
1417	20181230_010000	1	8	6040	53.71390899	0.00165038
1418	20181230_020000	2	9	5789	52.40879972	0.002790293
1419	20181230_030000	3	10	5672	56.19585415	0.006578797
1420	20181230_040000	4	9	5630	55.90378468	0.009599325
1421	20181230_050000	5	10	5604	49.6068072	0.010416935
1422	20181230_060000	6	16	5489	32.91795649	0.007651282
1423	20181230_070000	7	74	5345	9.407271766	0.002647322
1424	20181230_080000	8	725	5157	5.938486169	0.002075092
1425	20181230_090000	9	1896	4706	13.83602377	0.003538723
1426	20181230_100000	10	2946	4274	22.2064303	0.004734373
1427	20181230_110000	11	3546	3914	19.14255021	0.004559254
1428	20181230_120000	12	3776	3862	14.22253709	0.003943575
1429	20181230_130000	13	3767	3834	18.49052929	0.005025198
1430	20181230_140000	14	3491	3909	19.1525991	0.005059267
1431	20181230_150000	15	2578	4208	13.09672327	0.004049038
1432	20181230_160000	16	1149	4648	10.53196766	0.003346077
1433	20181230_170000	17	260	5126	10.61711456	0.003205518
1434	20181230_180000	18	70	5305	31.32504528	0.006396393
1435	20181230_190000	19	50	5302	37.45542075	0.006496433
1436	20181230_200000	20	29	5258	38.1875166	0.00600949
1437	20181230_210000	21	40	5112	38.43566957	0.005984501
1438	20181230_220000	22	35	4817	40.09993424	0.006333789
1439	20181230_230000	23	16	4479	47.30030452	0.006971053
1440	20181231_000000	0	15	4339	66.24006118	0.002925301
1441	20181231_010000	1	14	4163	59.2912974	0.002330255
1442	20181231_020000	2	14	3998	54.97041191	0.001853678
1443	20181231_030000	3	17	3867	53.17063704	0.002121091
1444	20181231_040000	4	17	3706	52.98189954	0.003290275
1445	20181231_050000	5	17	3551	51.9381488	0.003529385
1446	20181231_060000	6	20	3408	50.45025395	0.004126279
1447	20181231_070000	7	96	3273	50.52880935	0.006449789
1448	20181231_080000	8	784	3110	46.48997962	0.006451437
1449	20181231_090000	9	2031	2809	48.02141927	0.004601321
1450	20181231_100000	10	3165	2499	47.80493752	0.003597087
1451	20181231_110000	11	3790	2263	47.17187302	0.00373046
1452	20181231_120000	12	3987	2153	46.2536972	0.004094056
1453	20181231_130000	13	3997	2084	47.72104198	0.003490599
1454	20181231_140000	14	3763	2101	47.17492808	0.003669685
1455	20181231_150000	15	2841	2283	46.0906075	0.004034475
1456	20181231_160000	16	1318	2607	46.78325916	0.004007943
1457	20181231_170000	17	300	3028	48.87975248	0.003433071
1458	20181231_180000	18	96	3253	50.84878036	0.001813434
1459	20181231_190000	19	51	3353	50.6132905	0.001313319
1460	20181231_200000	20	36	3404	51.01100449	0.002299183
1461	20181231_210000	21	29	3273	49.2378734	0.003338002
1462	20181231_220000	22	26	3117	46.56682472	0.005922139
1463	20181231_230000	23	20	3290	48.94108022	0.004532887
1464	20190101_000000	0	15	3218	68.46997512	0.00296531
1465	20190101_010000	1	13	3106	67.31331875	0.003056822
1466	20190101_020000	2	13	3027	64.93438445	0.003067417
1467	20190101_030000	3	13	2960	59.43176797	0.002510218
1468	20190101_040000	4	12	2933	54.29606521	0.001633613
1469	20190101_050000	5	12	2914	52.07060908	0.001470244
1470	20190101_060000	6	14	2718	52.89083451	0.003373615
1471	20190101_070000	7	87	2548	47.91390203	0.006759253
1472	20190101_080000	8	754	2292	35.97457691	0.006689141
1473	20190101_090000	9	1970	1952	33.90156312	0.006374938
1474	20190101_100000	10	3039	1659	34.78144319	0.006207017
1475	20190101_110000	11	3663	1409	32.64513135	0.006108748
1476	20190101_120000	12	3882	1338	32.54488738	0.005992735
1477	20190101_130000	13	3878	1327	36.87831396	0.005559779
1478	20190101_140000	14	3597	1387	35.18918748	0.00572133
1479	20190101_150000	15	2655	1795	30.92022296	0.006341282
1480	20190101_160000	16	1219	2356	29.88370866	0.006141046
1481	20190101_170000	17	338	3034	30.58044946	0.006099813
1482	20190101_180000	18	88	3695	44.38930624	0.005397998
1483	20190101_190000	19	45	4352	46.47139267	0.004679725
1484	20190101_200000	20	34	4867	46.84444788	0.004106115
1485	20190101_210000	21	27	5409	47.26826699	0.004462921
1486	20190101_220000	22	21	5919	43.61793271	0.006104795
1487	20190101_230000	23	19	6208	41.50111677	0.006415804
1488	20190102_000000	0	15	6457	63.17504505	0.003037961
1489	20190102_010000	1	13	6750	56.66919028	0.00204172
1490	20190102_020000	2	13	7026	51.76109667	0.0016182
1491	20190102_030000	3	11	7510	52.15865802	0.003366763
1492	20190102_040000	4	11	8025	51.51320769	0.005423319
1493	20190102_050000	5	11	8535	52.26692443	0.007517016
1494	20190102_060000	6	18	8799	50.33926196	0.005566906
1495	20190102_070000	7	79	9009	49.46171339	0.005693341
1496	20190102_080000	8	699	9101	49.32667941	0.005446666
1497	20190102_090000	9	1830	8721	49.52350611	0.004039373
1498	20190102_100000	10	2828	8356	47.24238719	0.004021091
1499	20190102_110000	11	3470	8038	40.1971366	0.00467056
1500	20190102_120000	12	3775	7772	35.32752191	0.004681438
1501	20190102_130000	13	3790	7550	37.63961831	0.004583792
1502	20190102_140000	14	3519	7300	35.07785477	0.004654781
1503	20190102_150000	15	2631	7260	34.30479377	0.004987831
1504	20190102_160000	16	1266	7377	34.96069989	0.004892449
1505	20190102_170000	17	403	7543	38.40997085	0.005010597
1506	20190102_180000	18	76	7430	47.82868896	0.004170138
1507	20190102_190000	19	40	7249	49.86884229	0.003818721
1508	20190102_200000	20	29	7054	49.59342663	0.00358807
1509	20190102_210000	21	22	6755	49.76808219	0.00384075
1510	20190102_220000	22	20	6458	46.65607926	0.005103268
1511	20190102_230000	23	19	5780	46.80148273	0.005835666
1512	20190103_000000	0	12	5691	65.35582772	0.002839928
1513	20190103_010000	1	14	5560	58.85248846	0.002269355
1514	20190103_020000	2	14	5478	54.59768255	0.001941139
1515	20190103_030000	3	12	5477	52.87017805	0.001993897
1516	20190103_040000	4	12	5487	51.6745102	0.00197547
1517	20190103_050000	5	11	5556	51.46946719	0.001934426
1518	20190103_060000	6	19	5471	50.88433359	0.001839922
1519	20190103_070000	7	64	5327	51.36364366	0.001898633
1520	20190103_080000	8	623	4952	49.54740802	0.001865506
1521	20190103_090000	9	1672	4370	51.23440298	0.001567384
1522	20190103_100000	10	2663	3804	51.93981394	0.001549005
1523	20190103_110000	11	3326	3243	50.5170351	0.001531725
1524	20190103_120000	12	3520	2871	49.70792789	0.001603103
1525	20190103_130000	13	3460	2660	50.22695135	0.001525054
1526	20190103_140000	14	3193	2497	49.72214903	0.001611779
1527	20190103_150000	15	2420	2477	49.42957568	0.001631187
1528	20190103_160000	16	1114	2639	50.02458505	0.001606409
1529	20190103_170000	17	254	2770	50.64227155	0.001515469
1530	20190103_180000	18	49	2851	52.81493011	0.001312976
1531	20190103_190000	19	30	2890	53.33315657	0.001279282
1532	20190103_200000	20	25	2922	53.32778838	0.001305381
1533	20190103_210000	21	23	2900	53.28749263	0.001278504
1534	20190103_220000	22	23	2876	52.23890042	0.001555667
1535	20190103_230000	23	17	4039	52.62439471	0.001787558
1536	20190104_000000	0	23	3962	69.98095911	0.002249624
1537	20190104_010000	1	13	3919	66.28016644	0.002722413
1538	20190104_020000	2	10	3830	60.73604833	0.002423375
1539	20190104_030000	3	9	3696	57.01473205	0.002215596
1540	20190104_040000	4	9	3569	55.76658096	0.002277262
1541	20190104_050000	5	10	3487	56.41721488	0.002271473
1542	20190104_060000	6	12	3391	57.79718258	0.002357385
1543	20190104_070000	7	52	3249	57.09225961	0.001906032
1544	20190104_080000	8	652	3002	53.79473494	0.001490195
1545	20190104_090000	9	1717	2608	54.91441341	0.001214454
1546	20190104_100000	10	2707	2253	54.76971662	0.001195898
1547	20190104_110000	11	3468	1973	54.14545394	0.00130871
1548	20190104_120000	12	3730	1836	53.25539943	0.00137339
1549	20190104_130000	13	3730	1748	53.47074464	0.001385267
1550	20190104_140000	14	3585	1733	52.31430828	0.001536001
1551	20190104_150000	15	2760	1790	51.46401652	0.001507369
1552	20190104_160000	16	1269	1966	51.25624385	0.001532206
1553	20190104_170000	17	301	2196	51.34935943	0.00147759
1554	20190104_180000	18	55	2284	53.89496172	0.001260632
1555	20190104_190000	19	33	2311	54.63351719	0.001160337
1556	20190104_200000	20	30	2357	55.60654837	0.001128147
1557	20190104_210000	21	23	2499	56.3297827	0.001118995
1558	20190104_220000	22	21	2695	55.36460646	0.001083641
1559	20190104_230000	23	19	2858	56.82188541	0.001598341
