index	timestamp	hour	solar_dahead_utc	wind_on_dahead_utc	alpha	beta
6380	20190724_200000	20	500	6104	46.17840308	0.00144069
6381	20190724_210000	21	505	6315	47.28535808	0.00156401
6382	20190724_220000	22	452	6405	46.3417393	0.001498542
6383	20190724_230000	23	415	6619	43.35969396	0.001310823
6384	20190725_000000	0	369	6367	49.86737092	0.001942899
6385	20190725_010000	1	321	5996	49.91039199	0.002345648
6386	20190725_020000	2	231	5627	45.52242412	0.001732853
6387	20190725_030000	3	207	5337	43.07861301	0.001288083
6388	20190725_040000	4	157	5132	41.84986878	0.001207422
6389	20190725_050000	5	329	4856	41.96304681	0.001302567
6390	20190725_060000	6	1053	4419	43.53915153	0.001495091
6391	20190725_070000	7	2380	3972	43.5848077	0.001485088
6392	20190725_080000	8	3829	3945	41.81775771	0.001349069
6393	20190725_090000	9	4902	3932	42.87690495	0.001138865
6394	20190725_100000	10	5529	4370	43.49479998	0.001144113
6395	20190725_110000	11	5813	4945	43.15084668	0.001145872
6396	20190725_120000	12	5787	5426	44.42250796	0.001161196
6397	20190725_130000	13	5557	5702	44.94923971	0.001233402
6398	20190725_140000	14	5166	5904	43.5354925	0.001139804
6399	20190725_150000	15	4618	5846	43.06411842	0.001132799
6400	20190725_160000	16	3834	5747	43.21287355	0.00114747
6401	20190725_170000	17	2715	5707	43.16076632	0.001137567
6402	20190725_180000	18	1530	5463	42.69268752	0.001081622
6403	20190725_190000	19	666	5275	43.02673775	0.001097264
6404	20190725_200000	20	479	5497	43.20258913	0.001118446
6405	20190725_210000	21	464	5545	44.11253042	0.00117502
6406	20190725_220000	22	445	5489	43.76127375	0.001173998
6407	20190725_230000	23	418	5165	41.42619339	0.001311882
6408	20190726_000000	0	346	4733	54.18950764	0.002545746
6409	20190726_010000	1	334	4164	51.14107024	0.002418848
6410	20190726_020000	2	284	3659	46.33884946	0.001799614
6411	20190726_030000	3	260	3233	44.21250555	0.001467793
6412	20190726_040000	4	151	2807	43.13810534	0.001489723
6413	20190726_050000	5	207	2484	42.64778542	0.001536506
6414	20190726_060000	6	818	2185	42.0482414	0.001766804
6415	20190726_070000	7	2163	1917	41.99282994	0.002816704
6416	20190726_080000	8	3901	1747	41.53233159	0.001209155
6417	20190726_090000	9	4963	1879	43.91240683	0.001158155
6418	20190726_100000	10	5489	2197	43.86217472	0.001160002
6419	20190726_110000	11	5726	2593	43.91851358	0.001168451
6420	20190726_120000	12	5749	3093	44.48957499	0.001179537
6421	20190726_130000	13	5613	3605	44.65712624	0.001185889
6422	20190726_140000	14	5352	4143	43.29413909	0.001072
6423	20190726_150000	15	4952	4793	42.11218918	0.001034792
6424	20190726_160000	16	4235	5474	41.56516385	0.001054198
6425	20190726_170000	17	3165	6045	41.07881947	0.001067265
6426	20190726_180000	18	1795	6075	41.23585703	0.001535966
6427	20190726_190000	19	815	5868	41.49117311	0.001665352
6428	20190726_200000	20	606	5742	40.7462418	0.001283572
6429	20190726_210000	21	611	5524	41.15574558	0.00109795
6430	20190726_220000	22	488	5330	42.92089019	0.001307522
6431	20190726_230000	23	471	5163	42.13896522	0.001265475
6432	20190727_000000	0	421	5027	51.91590528	0.002548559
6433	20190727_010000	1	401	4823	46.44557937	0.001846481
6434	20190727_020000	2	375	4664	43.24747603	0.001413621
6435	20190727_030000	3	287	4442	42.05550427	0.001248889
6436	20190727_040000	4	277	4228	41.90975822	0.001917459
6437	20190727_050000	5	240	4017	42.70515058	0.003417798
6438	20190727_060000	6	915	4005	37.86746279	0.005529327
6439	20190727_070000	7	2139	4082	25.89391719	0.004580191
6440	20190727_080000	8	3475	4284	32.24624523	0.005415662
6441	20190727_090000	9	4272	4776	36.93081825	0.005007146
6442	20190727_100000	10	4649	5369	38.1986027	0.005480606
6443	20190727_110000	11	4696	6091	38.02069753	0.005689688
6444	20190727_120000	12	4513	7030	38.42647442	0.005678092
6445	20190727_130000	13	4262	8006	37.86701137	0.005672721
6446	20190727_140000	14	3972	8988	35.41161847	0.00546126
6447	20190727_150000	15	3608	9490	29.05195164	0.004860829
6448	20190727_160000	16	3013	9736	16.80471726	0.00304245
6449	20190727_170000	17	2199	9792	14.22723674	0.002892673
6450	20190727_180000	18	1227	9406	14.62964069	0.002895789
6451	20190727_190000	19	561	8861	18.61691407	0.003359089
6452	20190727_200000	20	417	8316	30.14467649	0.005193885
6453	20190727_210000	21	388	7836	31.5293739	0.005119069
6454	20190727_220000	22	449	7301	34.50317181	0.005548813
6455	20190727_230000	23	407	6693	30.99208225	0.005107879
6456	20190728_000000	0	346	6176	49.98425278	0.002752822
6457	20190728_010000	1	355	5693	43.87333439	0.001430691
6458	20190728_020000	2	357	5175	41.18516587	0.001145898
6459	20190728_030000	3	260	4790	41.24270482	0.001380495
6460	20190728_040000	4	265	4500	42.10434356	0.002724935
6461	20190728_050000	5	395	4166	43.15430314	0.004570428
6462	20190728_060000	6	1181	3575	39.33322614	0.007017071
6463	20190728_070000	7	2371	3184	24.26977834	0.006160396
6464	20190728_080000	8	3707	2489	24.12838297	0.006665773
6465	20190728_090000	9	4732	2186	31.10329852	0.006920816
6466	20190728_100000	10	5358	1964	28.53420573	0.006958442
6467	20190728_110000	11	5702	1791	29.89193934	0.006733746
6468	20190728_120000	12	5774	1834	28.67306806	0.006820515
6469	20190728_130000	13	5674	1945	33.0301642	0.00689935
6470	20190728_140000	14	5421	2067	33.56134045	0.006909072
6471	20190728_150000	15	5010	2132	29.21384397	0.006770318
6472	20190728_160000	16	4292	2219	22.78147101	0.005851041
6473	20190728_170000	17	3146	2359	23.77125071	0.006057892
6474	20190728_180000	18	1700	2251	26.36054283	0.006278282
6475	20190728_190000	19	789	2190	33.88358787	0.006696684
6476	20190728_200000	20	613	2255	40.5899844	0.006197031
6477	20190728_210000	21	581	2384	42.14366968	0.003631017
6478	20190728_220000	22	494	3254	41.27884557	0.001730667
6479	20190728_230000	23	492	3646	42.70830487	0.004160736
6480	20190729_000000	0	488	3701	55.91328832	0.003299007
6481	20190729_010000	1	469	3658	47.62381515	0.002172348
6482	20190729_020000	2	349	3668	41.35209025	0.001019345
6483	20190729_030000	3	276	3590	41.25385955	0.001382864
6484	20190729_040000	4	186	3454	42.81642571	0.002811938
6485	20190729_050000	5	239	3394	44.86853284	0.004154742
6486	20190729_060000	6	947	3233	44.89293237	0.004530815
6487	20190729_070000	7	2596	3131	40.71817271	0.005532419
6488	20190729_080000	8	4337	3175	41.35658883	0.004147925
6489	20190729_090000	9	5279	3456	41.47239179	0.002720218
6490	20190729_100000	10	5820	3932	41.11307536	0.002972284
6491	20190729_110000	11	6087	4493	40.56493279	0.002925485
6492	20190729_120000	12	6145	4980	40.5797213	0.002089479
6493	20190729_130000	13	6015	5394	41.29011296	0.002835712
6494	20190729_140000	14	5694	5760	40.30853574	0.003419626
6495	20190729_150000	15	5196	6111	39.94838851	0.004284707
6496	20190729_160000	16	4451	6429	40.26963093	0.005153033
6497	20190729_170000	17	3342	6919	40.33249217	0.005657131
6498	20190729_180000	18	1885	7055	39.84682834	0.006788135
6499	20190729_190000	19	831	7149	39.18586326	0.007128588
6500	20190729_200000	20	610	7301	40.09694385	0.006208423
6501	20190729_210000	21	593	6981	40.17928353	0.005624202
6502	20190729_220000	22	581	6376	40.24914322	0.005055646
6503	20190729_230000	23	566	5995	34.40408177	0.006627084
6504	20190730_000000	0	535	5759	46.2274677	0.001804222
6505	20190730_010000	1	505	5527	41.54720964	0.001172072
6506	20190730_020000	2	484	5322	43.02828487	0.003059919
6507	20190730_030000	3	421	5015	41.71386637	0.003685687
6508	20190730_040000	4	285	4709	39.35516467	0.003782465
6509	20190730_050000	5	330	4396	39.37417351	0.004091789
6510	20190730_060000	6	1069	3911	39.61439092	0.00412915
6511	20190730_070000	7	2727	3471	39.12757023	0.003584853
6512	20190730_080000	8	4435	3105	41.37505151	0.003653052
6513	20190730_090000	9	5354	2888	40.77868253	0.003333612
6514	20190730_100000	10	5841	2700	41.45187246	0.00321956
6515	20190730_110000	11	6112	2456	40.93382264	0.002189968
6516	20190730_120000	12	6175	2590	40.54448923	0.001254179
6517	20190730_130000	13	6038	2828	41.23819314	0.001149069
6518	20190730_140000	14	5722	3082	41.02713195	0.001139645
6519	20190730_150000	15	5221	3709	40.95922764	0.001193605
6520	20190730_160000	16	4471	4561	40.95829327	0.00119587
6521	20190730_170000	17	3375	5420	40.73392024	0.001192386
6522	20190730_180000	18	1908	5741	40.7427347	0.001601516
6523	20190730_190000	19	904	5958	40.57890895	0.002066437
6524	20190730_200000	20	632	6227	40.36020908	0.001800019
6525	20190730_210000	21	592	6213	40.53573865	0.001493329
6526	20190730_220000	22	594	6341	40.43625026	0.001656705
6527	20190730_230000	23	574	6357	39.68086983	0.003427304
6528	20190731_000000	0	531	6202	51.06822291	0.002657241
6529	20190731_010000	1	518	6035	43.87462921	0.001417615
6530	20190731_020000	2	490	5900	40.88079931	0.001261367
6531	20190731_030000	3	436	5688	42.64361156	0.002651526
6532	20190731_040000	4	322	5567	41.0496535	0.003382218
6533	20190731_050000	5	349	5423	39.38377444	0.003802476
6534	20190731_060000	6	985	4958	39.1776136	0.00414751
6535	20190731_070000	7	2446	4559	39.35347303	0.003887212
6536	20190731_080000	8	4034	4298	41.12490482	0.003544803
6537	20190731_090000	9	4912	4336	41.41210504	0.003082796
6538	20190731_100000	10	5334	4470	41.38992856	0.002629172
6539	20190731_110000	11	5561	4632	40.96483192	0.002178094
6540	20190731_120000	12	5622	4902	41.68581401	0.002803914
6541	20190731_130000	13	5521	5180	40.81007351	0.002114821
6542	20190731_140000	14	5224	5477	41.2236739	0.003084687
6543	20190731_150000	15	4750	5987	40.88659292	0.003053191
6544	20190731_160000	16	3998	6637	40.64856251	0.003145726
6545	20190731_170000	17	2919	7241	40.9994692	0.003212069
6546	20190731_180000	18	1594	7513	39.94077775	0.003217876
6547	20190731_190000	19	744	7758	39.28802402	0.003162234
6548	20190731_200000	20	600	7954	39.26251462	0.003131287
6549	20190731_210000	21	582	7652	40.0476909	0.00303967
6550	20190731_220000	22	536	7053	39.55081567	0.003225109
6551	20190731_230000	23	532	6622	38.52970524	0.0049368
6552	20190801_000000	0	510	6007	51.85580972	0.002390707
6553	20190801_010000	1	501	5332	45.69785593	0.001956938
6554	20190801_020000	2	492	4751	42.46108574	0.001455793
6555	20190801_030000	3	424	4307	41.53125936	0.001326034
6556	20190801_040000	4	324	3970	39.95898415	0.001095638
6557	20190801_050000	5	325	3670	39.7497677	0.001563006
6558	20190801_060000	6	1093	3351	40.82123398	0.00253218
6559	20190801_070000	7	2481	2984	39.14376445	0.002486036
6560	20190801_080000	8	3964	2729	39.09010967	0.001035822
6561	20190801_090000	9	5005	2527	39.57416326	0.000991781
6562	20190801_100000	10	5595	2360	39.71372608	0.000983434
6563	20190801_110000	11	5871	2298	39.72434165	0.00099617
6564	20190801_120000	12	5888	2419	39.99340734	0.001010469
6565	20190801_130000	13	5738	2600	39.99101273	0.00100127
6566	20190801_140000	14	5422	2887	39.2948867	0.000965986
6567	20190801_150000	15	4921	3313	39.07590514	0.000966923
6568	20190801_160000	16	4202	3914	39.28241103	0.00096939
6569	20190801_170000	17	3102	4801	39.12598941	0.000971356
6570	20190801_180000	18	1756	5158	38.83662017	0.001021368
6571	20190801_190000	19	842	5236	38.68454629	0.001113966
6572	20190801_200000	20	627	5302	38.93044517	0.000970356
6573	20190801_210000	21	596	4984	39.78787498	0.00099279
6574	20190801_220000	22	528	4684	39.29240219	0.000980837
6575	20190801_230000	23	521	4247	39.90166573	0.00140578
6576	20190802_000000	0	502	3838	52.84382303	0.002427471
6577	20190802_010000	1	486	3486	49.26552967	0.002446735
6578	20190802_020000	2	480	3201	44.26515101	0.001675806
6579	20190802_030000	3	411	2951	42.52401418	0.001457905
6580	20190802_040000	4	319	2702	39.77101648	0.001005497
6581	20190802_050000	5	310	2434	40.0367523	0.001555496
6582	20190802_060000	6	1060	1982	39.66295792	0.00134859
6583	20190802_070000	7	2716	1536	38.97894511	0.001441419
6584	20190802_080000	8	4438	1218	39.71629701	0.001003899
6585	20190802_090000	9	5379	1053	40.53315662	0.00104523
6586	20190802_100000	10	5812	979	40.74852852	0.001034917
6587	20190802_110000	11	6082	970	41.76969462	0.00110272
6588	20190802_120000	12	6140	1131	41.92431255	0.001117812
6589	20190802_130000	13	6039	1404	41.99167005	0.001123112
6590	20190802_140000	14	5664	1756	41.01625369	0.00103622
6591	20190802_150000	15	5134	2151	40.46445691	0.00103106
6592	20190802_160000	16	4329	2531	40.39847674	0.001032672
6593	20190802_170000	17	3153	2977	40.03599473	0.001027889
6594	20190802_180000	18	1706	3257	39.89292779	0.001046274
6595	20190802_190000	19	765	3540	39.57445894	0.001004322
6596	20190802_200000	20	573	3866	40.17249146	0.001044026
6597	20190802_210000	21	573	3758	40.49294142	0.001043111
6598	20190802_220000	22	588	3536	39.446835	0.001011105
6599	20190802_230000	23	578	3193	38.96215366	0.001185365
6600	20190803_000000	0	558	2843	52.60816566	0.002481757
6601	20190803_010000	1	530	2468	48.75110647	0.002468789
6602	20190803_020000	2	473	2166	46.29671327	0.002046504
6603	20190803_030000	3	397	1988	44.58666256	0.001871037
6604	20190803_040000	4	281	1817	42.1312673	0.001456397
6605	20190803_050000	5	291	1638	39.8477485	0.001119768
6606	20190803_060000	6	1006	1369	39.50153472	0.001989345
6607	20190803_070000	7	2705	1124	38.37621051	0.002867381
6608	20190803_080000	8	4458	979	38.21220659	0.00268889
6609	20190803_090000	9	5399	1140	37.78696511	0.002064106
6610	20190803_100000	10	5905	1384	38.02004251	0.001769198
6611	20190803_110000	11	6154	1656	37.74777685	0.001379336
6612	20190803_120000	12	6179	1998	37.96320803	0.001667823
6613	20190803_130000	13	5999	2314	37.78526999	0.001436235
6614	20190803_140000	14	5643	2621	37.89848579	0.00201224
6615	20190803_150000	15	5062	2895	37.41960477	0.0021826
6616	20190803_160000	16	4306	3213	37.90875606	0.003600796
6617	20190803_170000	17	3218	3617	38.09150206	0.004673843
6618	20190803_180000	18	1723	3997	37.9231134	0.004610873
6619	20190803_190000	19	808	4312	37.68330409	0.003652738
6620	20190803_200000	20	590	4550	37.42784773	0.002282577
6621	20190803_210000	21	571	4194	37.38415296	0.001612873
6622	20190803_220000	22	571	3814	37.47163087	0.001678564
6623	20190803_230000	23	573	3379	37.80590345	0.001976271
6624	20190804_000000	0	551	3032	49.56900373	0.002682532
6625	20190804_010000	1	545	2683	44.66984074	0.001822008
6626	20190804_020000	2	509	2316	41.88923735	0.001322187
6627	20190804_030000	3	455	1924	40.36230509	0.00118984
6628	20190804_040000	4	353	1526	40.7422764	0.002177326
6629	20190804_050000	5	330	1206	40.14150219	0.002717612
6630	20190804_060000	6	1041	885	39.74822265	0.003312437
6631	20190804_070000	7	2757	578	37.81201764	0.004941323
6632	20190804_080000	8	4444	452	34.59941452	0.005582151
6633	20190804_090000	9	5346	478	31.78681422	0.005526756
6634	20190804_100000	10	5897	673	29.10504669	0.0052958
6635	20190804_110000	11	6188	1076	33.58963809	0.005269002
6636	20190804_120000	12	6218	1551	37.84815449	0.005546179
6637	20190804_130000	13	6051	2027	38.18421757	0.004916008
6638	20190804_140000	14	5722	2507	37.8431395	0.005229355
6639	20190804_150000	15	5193	2960	37.38129012	0.005454689
6640	20190804_160000	16	4411	3369	31.59916259	0.005289981
6641	20190804_170000	17	3270	3803	28.62028576	0.005081558
6642	20190804_180000	18	1774	4018	28.13636193	0.004988766
6643	20190804_190000	19	843	4161	31.12606991	0.005294031
6644	20190804_200000	20	626	4331	35.02240912	0.005411376
6645	20190804_210000	21	597	4247	37.91505444	0.003193699
6646	20190804_220000	22	571	3914	37.76055786	0.002358106
6647	20190804_230000	23	556	3459	38.51372711	0.003504991
6648	20190805_000000	0	543	2923	53.67315883	0.002910276
6649	20190805_010000	1	521	2419	48.26610519	0.002507428
6650	20190805_020000	2	507	1980	44.67099721	0.001674562
6651	20190805_030000	3	407	1649	43.70076697	0.001576784
6652	20190805_040000	4	312	1383	41.76732756	0.001186009
6653	20190805_050000	5	296	1191	41.56640351	0.001239578
6654	20190805_060000	6	1013	881	42.56004915	0.001376667
6655	20190805_070000	7	2685	559	40.68149109	0.001139985
6656	20190805_080000	8	4482	419	39.56713096	0.000923447
6657	20190805_090000	9	5396	543	39.78504043	0.000934171
6658	20190805_100000	10	5905	804	39.29793741	0.000914519
6659	20190805_110000	11	6170	1219	39.99618553	0.000926824
6660	20190805_120000	12	6186	1773	40.55636143	0.000910325
6661	20190805_130000	13	6010	2321	41.00952249	0.000904779
6662	20190805_140000	14	5639	2892	40.64001364	0.000923898
6663	20190805_150000	15	5104	3297	40.23292493	0.000922037
6664	20190805_160000	16	4362	3746	39.66040136	0.000923739
6665	20190805_170000	17	3271	4330	39.27125249	0.00092275
6666	20190805_180000	18	1750	4377	38.67403125	0.000911165
6667	20190805_190000	19	813	4275	38.52904576	0.000920498
6668	20190805_200000	20	607	4228	39.17506625	0.000898216
6669	20190805_210000	21	583	3996	40.11594886	0.000880106
6670	20190805_220000	22	550	3448	39.75210382	0.000901062
6671	20190805_230000	23	546	3037	38.56669661	0.001030287
6672	20190806_000000	0	536	2627	53.74583282	0.002421502
6673	20190806_010000	1	519	2297	52.67662843	0.002797817
6674	20190806_020000	2	460	2051	49.57095081	0.002672326
6675	20190806_030000	3	408	1871	47.36726474	0.002407042
6676	20190806_040000	4	339	1719	44.68799077	0.001796301
6677	20190806_050000	5	298	1593	41.1971406	0.001161749
6678	20190806_060000	6	996	1398	40.03450132	0.00095268
6679	20190806_070000	7	2658	1180	39.23056969	0.00093455
6680	20190806_080000	8	4457	1135	40.17869898	0.000914024
6681	20190806_090000	9	5365	1382	40.40756551	0.000912686
6682	20190806_100000	10	5858	1748	39.96573255	0.000931784
6683	20190806_110000	11	6104	2234	40.41609407	0.000918264
6684	20190806_120000	12	6101	2724	41.15167374	0.000926081
6685	20190806_130000	13	5925	3280	41.29416351	0.00094573
6686	20190806_140000	14	5579	3799	40.27448461	0.00089453
6687	20190806_150000	15	5037	4132	39.46187759	0.000907741
6688	20190806_160000	16	4246	4361	38.85149037	0.000865783
6689	20190806_170000	17	3130	4601	38.60073632	0.000911394
6690	20190806_180000	18	1636	4678	38.44490619	0.001170142
6691	20190806_190000	19	754	4735	38.36559161	0.001162804
6692	20190806_200000	20	543	4891	38.60838448	0.000854986
6693	20190806_210000	21	514	4824	38.83595739	0.000857652
6694	20190806_220000	22	520	4857	38.54036594	0.000862049
6695	20190806_230000	23	498	4705	40.2314651	0.002609478
6696	20190807_000000	0	455	4355	51.56721992	0.002589552
6697	20190807_010000	1	403	3837	48.04515356	0.002481288
6698	20190807_020000	2	347	3382	43.47138258	0.00157612
6699	20190807_030000	3	264	3173	41.16047679	0.001131252
6700	20190807_040000	4	201	3026	39.80921533	0.000930672
6701	20190807_050000	5	180	2944	39.69356479	0.001139557
6702	20190807_060000	6	647	2731	39.70674018	0.000922411
6703	20190807_070000	7	1557	2489	39.30059047	0.001128257
6704	20190807_080000	8	2747	2365	40.04332439	0.000915011
6705	20190807_090000	9	3684	2598	40.49568614	0.000919261
6706	20190807_100000	10	4160	2981	40.29751255	0.00090589
6707	20190807_110000	11	4281	3460	41.41450153	0.001016903
6708	20190807_120000	12	4172	3864	41.99668533	0.001073336
6709	20190807_130000	13	3998	4209	42.55271167	0.001127694
6710	20190807_140000	14	3735	4588	41.59761183	0.001035628
6711	20190807_150000	15	3243	4527	40.94018995	0.000989139
6712	20190807_160000	16	2643	4287	40.43342526	0.000939611
6713	20190807_170000	17	1907	4069	40.26207989	0.000924928
6714	20190807_180000	18	1016	3860	40.24135239	0.000931382
6715	20190807_190000	19	488	3641	40.83031227	0.00096655
6716	20190807_200000	20	314	3488	40.10699293	0.000885868
6717	20190807_210000	21	273	3469	41.44597302	0.000990433
6718	20190807_220000	22	351	4365	40.28405783	0.000891592
6719	20190807_230000	23	334	4434	38.87170847	0.000885605
6720	20190808_000000	0	298	4619	51.11637042	0.002332447
6721	20190808_010000	1	296	4825	50.96692004	0.002413972
6722	20190808_020000	2	413	4979	46.8012245	0.002094814
6723	20190808_030000	3	329	4916	43.79407676	0.001630097
6724	20190808_040000	4	341	4805	41.30666799	0.001248113
6725	20190808_050000	5	423	4758	40.56740254	0.001187844
6726	20190808_060000	6	1075	4513	41.28336166	0.001197476
6727	20190808_070000	7	2483	4283	40.07469459	0.001692846
6728	20190808_080000	8	4112	4194	39.15854412	0.001315392
6729	20190808_090000	9	5112	4404	39.04331336	0.001043564
6730	20190808_100000	10	5679	4648	38.36042616	0.0012346
6731	20190808_110000	11	5977	5038	38.48698649	0.001536129
6732	20190808_120000	12	5965	5603	38.47812607	0.001538787
6733	20190808_130000	13	5771	6109	38.73233933	0.001259176
6734	20190808_140000	14	5413	6692	38.35745688	0.001858542
6735	20190808_150000	15	4977	7159	38.00420713	0.002343608
6736	20190808_160000	16	4261	7591	38.32182645	0.003127247
6737	20190808_170000	17	3191	7908	38.05233257	0.003180947
6738	20190808_180000	18	1699	7831	38.24866687	0.003618047
6739	20190808_190000	19	739	7640	38.12483792	0.00319228
6740	20190808_200000	20	584	7524	37.91099968	0.002271905
6741	20190808_210000	21	590	7366	38.99653102	0.001279744
6742	20190808_220000	22	504	7529	38.84458459	0.001678033
6743	20190808_230000	23	498	7481	39.39702384	0.003217547
6744	20190809_000000	0	468	7436	42.37473204	0.001569867
6745	20190809_010000	1	429	7417	40.06333831	0.001372552
6746	20190809_020000	2	370	7404	38.98691096	0.002586821
6747	20190809_030000	3	281	7445	38.75472501	0.003850317
6748	20190809_040000	4	223	7545	35.49912323	0.005029523
6749	20190809_050000	5	259	7649	32.18570662	0.005090378
6750	20190809_060000	6	840	7645	32.7979453	0.004848041
6751	20190809_070000	7	2119	7745	28.51828162	0.00438533
6752	20190809_080000	8	3565	7961	30.53980856	0.004829641
6753	20190809_090000	9	4485	8238	30.2408956	0.004801065
6754	20190809_100000	10	4979	8533	29.34747743	0.004706972
6755	20190809_110000	11	5244	8915	28.6724398	0.004654196
6756	20190809_120000	12	5321	9345	33.04123865	0.005026992
6757	20190809_130000	13	5209	9761	33.63374779	0.004922626
6758	20190809_140000	14	4910	10155	30.68552044	0.004664184
6759	20190809_150000	15	4415	10290	24.1133723	0.004032826
6760	20190809_160000	16	3717	9970	21.1210852	0.00360704
6761	20190809_170000	17	2702	9448	20.86105291	0.00355337
6762	20190809_180000	18	1476	8428	25.36228786	0.004140324
6763	20190809_190000	19	685	7294	33.73220705	0.00500016
6764	20190809_200000	20	510	6183	37.52846106	0.003255044
6765	20190809_210000	21	472	5338	37.65862056	0.001047406
6766	20190809_220000	22	443	4668	37.56694332	0.001057233
6767	20190809_230000	23	442	4365	38.18466988	0.00220578
6768	20190810_000000	0	326	3885	50.56905098	0.00185957
6769	20190810_010000	1	319	3627	47.19401856	0.002002612
6770	20190810_020000	2	305	3419	43.75741159	0.001813638
6771	20190810_030000	3	290	3183	41.01292235	0.001336291
6772	20190810_040000	4	231	2979	39.29611394	0.00112045
6773	20190810_050000	5	248	2778	38.47007382	0.001479886
6774	20190810_060000	6	1007	2262	38.16509395	0.002023106
6775	20190810_070000	7	2323	1635	38.61013301	0.00461663
6776	20190810_080000	8	3891	1265	39.15739652	0.004514163
6777	20190810_090000	9	5116	1166	37.99595138	0.00286016
6778	20190810_100000	10	5831	1185	38.74387828	0.003280272
6779	20190810_110000	11	6111	1410	38.12543139	0.003240486
6780	20190810_120000	12	6134	1826	39.0937417	0.003041119
6781	20190810_130000	13	5946	2264	38.29741162	0.002389759
6782	20190810_140000	14	5571	2851	38.33066689	0.002475613
6783	20190810_150000	15	4998	3166	37.9440573	0.002673285
6784	20190810_160000	16	4229	3341	38.37273462	0.003447628
6785	20190810_170000	17	3091	3642	39.66963227	0.004424672
6786	20190810_180000	18	1636	3694	39.40426896	0.004492851
6787	20190810_190000	19	792	3792	37.75621555	0.002863615
6788	20190810_200000	20	600	4101	37.40335358	0.001328337
6789	20190810_210000	21	579	4100	37.57131046	0.000871284
6790	20190810_220000	22	559	3963	37.08172642	0.001029512
6791	20190810_230000	23	554	3596	38.46652333	0.002966323
6792	20190811_000000	0	529	3235	48.24483296	0.002098299
6793	20190811_010000	1	466	2966	45.48090322	0.002043115
6794	20190811_020000	2	442	2725	40.78304576	0.001342865
6795	20190811_030000	3	400	2504	39.16082659	0.001492413
6796	20190811_040000	4	278	2304	38.95601709	0.002186637
6797	20190811_050000	5	221	2284	38.74549599	0.002834466
6798	20190811_060000	6	777	2011	37.45390226	0.004020992
6799	20190811_070000	7	2014	1624	24.0569621	0.00444168
6800	20190811_080000	8	3486	1546	23.2882007	0.005463525
6801	20190811_090000	9	4583	1797	24.31498018	0.004864355
6802	20190811_100000	10	5248	2285	23.44625714	0.004863167
6803	20190811_110000	11	5544	2993	25.14449921	0.005047918
6804	20190811_120000	12	5602	3608	26.23375228	0.005035362
6805	20190811_130000	13	5407	4096	26.98836724	0.005018115
6806	20190811_140000	14	5055	4651	24.98558054	0.004739538
6807	20190811_150000	15	4550	5304	19.7100615	0.004622626
6808	20190811_160000	16	3760	5700	15.87826894	0.004546313
6809	20190811_170000	17	2689	6128	12.76830799	0.004102129
6810	20190811_180000	18	1399	6289	14.44922416	0.004204026
6811	20190811_190000	19	668	6387	17.82278303	0.004168129
6812	20190811_200000	20	546	6507	21.04924119	0.004090703
6813	20190811_210000	21	516	6479	30.99373684	0.00486303
6814	20190811_220000	22	481	6474	33.35730039	0.004699664
6815	20190811_230000	23	436	6572	27.67465227	0.00495236
6816	20190812_000000	0	367	6479	40.96122319	0.001369664
6817	20190812_010000	1	308	6385	39.08271032	0.001920596
6818	20190812_020000	2	273	6265	37.79287357	0.002332818
6819	20190812_030000	3	239	6027	38.585367	0.003312549
6820	20190812_040000	4	177	5789	37.59132655	0.004865429
6821	20190812_050000	5	203	5567	36.19539769	0.005425876
6822	20190812_060000	6	826	5287	35.68756406	0.005027054
6823	20190812_070000	7	2207	5043	30.68381372	0.004713382
6824	20190812_080000	8	3881	4863	32.76020688	0.004747883
6825	20190812_090000	9	5013	4702	33.81805726	0.004659504
6826	20190812_100000	10	5632	4534	33.0248591	0.004726512
6827	20190812_110000	11	5937	4435	34.45663888	0.004540666
6828	20190812_120000	12	6011	4544	35.75595509	0.004063112
6829	20190812_130000	13	5855	4724	36.85578095	0.002963987
6830	20190812_140000	14	5508	4944	36.85981909	0.003372844
6831	20190812_150000	15	4992	5444	36.52146469	0.004108767
6832	20190812_160000	16	4182	6058	36.52306333	0.004138861
6833	20190812_170000	17	2993	6659	36.05319909	0.003493533
6834	20190812_180000	18	1564	6877	35.93698066	0.003637182
6835	20190812_190000	19	743	7082	35.78287369	0.004140535
6836	20190812_200000	20	565	7313	36.31100711	0.003266969
6837	20190812_210000	21	560	7312	37.7169904	0.002295734
6838	20190812_220000	22	500	7343	37.30777456	0.003083659
6839	20190812_230000	23	497	7258	31.8436611	0.004770995
6840	20190813_000000	0	456	7077	40.57392798	0.001371366
6841	20190813_010000	1	430	6786	36.93271336	0.000925006
6842	20190813_020000	2	361	6459	37.38578568	0.002103823
6843	20190813_030000	3	293	6136	37.53602371	0.003057379
6844	20190813_040000	4	219	5834	35.24592091	0.003454682
6845	20190813_050000	5	232	5553	35.00395544	0.004801271
6846	20190813_060000	6	829	4974	36.55934758	0.003707136
6847	20190813_070000	7	2237	4425	34.84330535	0.004199437
6848	20190813_080000	8	3944	4006	36.05738543	0.003328634
6849	20190813_090000	9	4968	3459	37.70075033	0.002878609
6850	20190813_100000	10	5560	2933	37.15649285	0.002503906
6851	20190813_110000	11	5860	2542	36.69033753	0.002036796
6852	20190813_120000	12	5954	2488	36.59860146	0.001469373
